⺁	〔※󰃼※󰄋※󰄋※☯rtt☯※〕
痊	〔※󰄛※󰄤※󰂷※󰀌☯uwgd☯quán※〕
痋	〔※󰄛※󰃍※󰀦※☯uji☯téng※chóng※〕
痌	〔※󰄛※󰃜※󰂶※󰃏☯umgk☯tōng※tóng※〕
痍	〔※󰄛※󰂶※󰄬※󰄤☯ugxw☯yí※〕
痎	〔※󰄛※󰄶※󰂂※󰄤☯uynw☯jiē※〕
痏	〔※󰄛※󰁼※󰂧※󰀌☯uded☯wěi※yòu※yù※〕
痐	〔※󰄛※󰃒※󰃏※󰀌☯ulkd☯huí※〕
痑	〔※󰄛※󰃹※󰃹※󰀦☯uqqi☯tān※shǐ※〕
痒	〔※󰄛※󰄜※󰀵※☯uuk☯yǎng※〕
痓	〔※󰄛※󰂶※󰂙※󰂮☯ugcf☯zhì※〕
痔	〔※󰄛※󰂮※󰂳※󰀦☯uffi☯zhì※〕
痕	〔※󰄛※󰄣※󰀦※☯uvi☯hén※〕
痖	〔※󰄛※󰂶※󰃬※󰀌☯ugod☯yǎ※〕
痗	〔※󰄛※󰁿※󰄭※󰀦☯utxi☯mèi※〕
痘	〔※󰄛※󰂶※󰃏※󰄕☯ugku☯dòu※〕
痙	〔※󰄛※󰂶※󰄞※󰂆☯ugva☯jìng※〕
痚	〔※󰄛※󰂮※󰄋※󰂍☯uftb☯xiāo※〕
痛	〔※󰄛※󰁻※󰀒※󰀵☯ucek☯tòng※〕
痜	〔※󰄛※󰄌※󰄨※󰁫☯utwv☯tū※〕
痝	〔※󰄛※󰁼※󰄻※󰄼☯udny☯máng※〕
痞	〔※󰄛※󰂢※󰂿※󰃏☯udhk☯pǐ※〕
痟	〔※󰄛※󰃆※󰂧※󰀌☯uied☯xiāo※〕
痠	〔※󰄛※󰂙※󰄦※󰄐☯ucwt☯suān※〕
痡	〔※󰄛※󰄊※󰀦※☯usi☯pū※pù※〕
痢	〔※󰄛※󰄌※󰃉※󰀵☯utjk☯lì※〕
痣	〔※󰄛※󰂯※󰃢※󰀦☯ufni☯zhì※〕
痤	〔※󰄛※󰄤※󰄤※󰂮☯uwwf☯cuó※〕
痥	〔※󰄛※󰄒※󰃏※󰃺☯uukq☯duó※〕
痦	〔※󰄛※󰂸※󰃏※󰀌☯ugkd☯wù※〕
痧	〔※󰄛※󰃁※󰃅※󰄋☯uiit☯shā※〕
痨	〔※󰄛※󰄖※󰃱※󰂫☯uape☯láo※〕
痩	〔※󰄛※󰃋※󰂺※󰂘☯ujhc☯shòu※〕
痪	〔※󰄛※󰃸※󰀿※󰂝☯uqmd☯huàn※〕
痫	〔※󰄛※󰄙※󰄅※󰀦☯uusi☯xián※〕
痬	〔※󰄛※󰃋※󰃷※󰁤☯ujqr☯yì※〕
痭	〔※󰄛※󰂧※󰂧※󰀌☯ueed☯bēng※péng※〕
痮	〔※󰄛※󰀍※󰀖※󰀦☯udei☯zhàng※〕
痯	〔※󰄛※󰃰※󰃧※󰀌☯upnd☯guǎn※〕
痰	〔※󰄛※󰃩※󰃩※󰀦☯uooi☯tán※〕
痱	〔※󰄛※󰂺※󰂜※󰂜☯uhdd☯fèi※féi※〕
痲	〔※󰄛※󰂱※󰃺※󰃺☯ufqq☯má※〕
痳	〔※󰄛※󰄅※󰄅※󰀦☯ussi☯má※lìn※〕
痴	〔※󰄛※󰁿※󰂝※󰃏☯utdk☯chī※〕
痵	〔※󰄛※󰄌※󰂍※󰀌☯utbd☯jì※〕
痶	〔※󰄛※󰀿※󰁺※󰄦☯umaw☯tiǎn※diàn※〕
痷	〔※󰄛※󰂝※󰃋※󰄻☯udjn☯ān※yè※è※〕
痸	〔※󰄛※󰁿※󰂶※󰃉☯utgj☯chì※〕
痹	〔※󰄛※󰃐※󰂶※󰀯☯ulgj☯bì※〕
痺	〔※󰄛※󰃽※󰄋※󰂱☯urtf☯bì※〕
痻	〔※󰄛※󰁚※󰀁※󰃊☯uqaj☯mín※〕
痼	〔※󰄛※󰃒※󰂟※󰀌☯uldd☯gù※〕
痽	〔※󰄛※󰄥※󰁷※󰀌☯uwyd☯duī※〕
痾	〔※󰄛※󰂏※󰄆※󰃏☯ubsk☯kē※ē※〕
痿	〔※󰄛※󰄌※󰄟※󰀌☯utvd☯wěi※〕
瘀	〔※󰄛※󰄸※󰄤※󰁦☯uywu☯yū※〕
瘁	〔※󰄛※󰄶※󰄤※󰂱☯uywf☯cuì※〕
瘂	〔※󰄛※󰂶※󰀚※󰂶☯ugfg☯yǎ※〕
瘃	〔※󰄛※󰂶※󰀓※󰄼☯ugey☯zhú※〕
瘄	〔※󰄛※󰁺※󰃊※󰀌☯uajd☯cù※〕
瘅	〔※󰄛※󰄒※󰃋※󰂱☯uujf☯dàn※dān※〕
瘆	〔※󰄛※󰂙※󰂝※󰂥☯ucde☯shèn※〕
瘇	〔※󰄛※󰄋※󰂶※󰂮☯utgf☯zhǒng※〕
瘈	〔※󰄛※󰂜※󰂺※󰂝☯udhd☯zhì※chì※〕
瘉	〔※󰄛※󰄤※󰂶※󰃉☯uwgj☯yù※〕
瘊	〔※󰄛※󰄥※󰁄※󰂝☯uwnd☯hóu※〕
瘋	〔※󰄛※󰁰※󰄋※󰃍☯uwtj☯fēng※〕
瘌	〔※󰄛※󰄅※󰃏※󰃉☯uskj☯là※〕
瘍	〔※󰄛※󰃋※󰂶※󰁤☯ujgr☯yáng※〕
瘎	〔※󰄛※󰀎※󰄦※󰄃☯udwn☯chén※〕
瘏	〔※󰄛※󰂮※󰄋※󰃊☯uftj☯tú※〕
瘐	〔※󰄛※󰂪※󰄤※󰀦☯uewi☯yǔ※〕
瘑	〔※󰄛※󰃜※󰁈※󰃏☯umnk☯guō※〕
瘒	〔※󰄛※󰃱※󰃗※󰀵☯uplk☯wén※〕
瘓	〔※󰄛※󰃸※󰀿※󰂝☯uqmd☯huàn※〕
瘔	〔※󰄛※󰄖※󰂟※󰀌☯uadd☯kù※〕
瘕	〔※󰄛※󰁃※󰂺※󰂘☯unhc☯jiǎ※xiá※xiā※〕
瘖	〔※󰄛※󰄓※󰃊※󰀌☯uujd☯yīn※〕
瘗	〔※󰄛※󰂶※󰄒※󰂮☯uguf☯yì※〕
瘘	〔※󰄛※󰃪※󰄟※󰀌☯uovd☯lòu※〕
瘙	〔※󰄛※󰂘※󰄼※󰃍☯ucyj☯sào※〕
瘚	〔※󰄛※󰄕※󰂔※󰄤☯uubw☯jué※〕
瘛	〔※󰄛※󰂜※󰂺※󰃢☯udhn☯chì※〕
瘜	〔※󰄛※󰄋※󰂼※󰃢☯uthn☯xī※〕
瘝	〔※󰄛※󰃔※󰀫※󰀦☯ulii☯guān※〕
瘞	〔※󰄛※󰂝※󰄤※󰂮☯udwf☯yì※〕
瘟	〔※󰄛※󰃋※󰃕※󰀌☯ujld☯wēn※〕
瘠	〔※󰄛※󰀪※󰄤※󰂧☯uiwe☯jí※〕
瘡	〔※󰄛※󰄤※󰄼※󰃏☯uwyk☯chuāng※〕
瘢	〔※󰄛※󰄋※󰁪※󰂘☯utuc☯bān※〕
瘣	〔※󰄛※󰃽※󰁜※󰂙☯urqc☯huì※lěi※〕
瘤	〔※󰄛※󰁚※󰄼※󰃐☯uqyl☯liú※〕
瘥	〔※󰄛※󰄝※󰂆※󰀌☯uuad☯chài※cuó※〕
瘦	〔※󰄛※󰂪※󰂺※󰂘☯uehc☯shòu※〕
瘧	〔※󰄛※󰃀※󰂋※󰂶☯uhag☯nüè※yào※〕
瘨	〔※󰄛※󰂱※󰀣※󰄦☯ufhw☯diān※chēn※〕
瘩	〔※󰄛※󰄖※󰄤※󰃏☯uawk☯dá※da※〕
瘪	〔※󰄛※󰄋※󰂼※󰄮☯uthx☯biē※biě※〕
瘫	〔※󰄛※󰂘※󰄥※󰁷☯ucwy☯tān※〕
瘬	〔※󰄛※󰄬※󰀍※󰀖☯uxde☯zhàng※〕
瘭	〔※󰄛※󰄈※󰂭※󰃅☯usfi☯biāo※〕
瘮	〔※󰄛※󰂙※󰂙※󰂥☯ucce☯shèn※〕
瘯	〔※󰄛※󰄸※󰁿※󰂝☯uytd☯cù※〕
瘰	〔※󰄛※󰃐※󰄩※󰃅☯ulxi☯luǒ※〕
瘱	〔※󰄛※󰂝※󰄤※󰃢☯udwn☯yì※〕
瘲	〔※󰄛※󰄎※󰄤※󰁾☯utwh☯zòng※〕
瘳	〔※󰄛※󰃥※󰄤※󰂥☯unwe☯chōu※〕
瘴	〔※󰄛※󰄓※󰃌※󰀵☯uujk☯zhàng※〕
瘵	〔※󰄛※󰁯※󰂭※󰃅☯uwfi☯zhài※〕
瘶	〔※󰄛※󰄅※󰃏※󰄤☯uskw☯sòu※〕
瘷	〔※󰄛※󰄅※󰃏※󰄏☯uskt☯sè※〕
瘸	〔※󰄛※󰂫※󰃏※󰄤☯uekw☯qué※〕
瘹	〔※󰄛※󰃶※󰃷※󰄼☯uqqy☯diào※〕
瘺	〔※󰄛※󰃡※󰂲※󰀦☯unfi☯lòu※〕
瘻	〔※󰄛※󰀻※󰄟※󰀌☯ulvd☯lòu※〕
瘼	〔※󰄛※󰄖※󰃋※󰂝☯uajd☯mò※〕
瘽	〔※󰄛※󰂊※󰃏※󰁽☯uakg☯qín※〕
瘾	〔※󰄛※󰂏※󰃸※󰃢☯ubqn☯yǐn※〕
瘿	〔※󰄛※󰃚※󰃚※󰄟☯ummv☯yǐng※〕
癀	〔※󰄛※󰁺※󰃙※󰄦☯uamw☯huáng※〕
癁	〔※󰄛※󰄎※󰁿※󰄐☯uttt☯fú※〕
療	〔※󰄛※󰂝※󰄒※󰃅☯udui☯liáo※〕
癃	〔※󰄛※󰂏※󰄐※󰁽☯ubtg☯lóng※〕
癄	〔※󰄛※󰄥※󰁷※󰃨☯uwyo☯qiáo※jiào※〕
癅	〔※󰄛※󰂶※󰀭※󰃐☯ugjl☯liú※〕
癆	〔※󰄛※󰃩※󰃩※󰂫☯uooe☯láo※〕
癇	〔※󰄛※󰄚※󰂧※󰀌☯uued☯xián※〕
癈	〔※󰄛※󰄧※󰄬※󰂘☯uwxc☯fèi※〕
癉	〔※󰄛※󰃏※󰃏※󰂱☯ukkf☯dàn※dān※〕
癊	〔※󰄛※󰂏※󰄤※󰂙☯ubwc☯yìn※〕
癋	〔※󰄛※󰂶※󰀚※󰃢☯ugfn☯hè※〕
癌	〔※󰄛※󰃏※󰃏※󰃘☯ukkm☯ái※〕
癍	〔※󰄛※󰂷※󰄷※󰂷☯ugyg☯bān※〕
癎	〔※󰄛※󰄚※󰃊※󰀌☯uujd☯xián※〕
癏	〔※󰄛※󰃔※󰂶※󰀔☯ulge☯guān※〕
癐	〔※󰄛※󰄤※󰂶※󰃊☯uwgj☯guì※wēi※〕
癑	〔※󰄛※󰀿※󰁺※󰀖☯umae☯nòng※nóng※〕
癒	〔※󰄛※󰄤※󰂶※󰃢☯uwgn☯yù※〕
癓	〔※󰄛※󰄎※󰃘※󰄏☯utmt☯wēi※〕
癔	〔※󰄛※󰄓※󰃋※󰃢☯uujn☯yì※〕
癕	〔※󰄛※󰄶※󰁲※󰁷☯uyxy☯yōng※〕
癖	〔※󰄛※󰃡※󰃏※󰄔☯unku☯pǐ※〕
癗	〔※󰄛※󰀙※󰃐※󰀌☯ufld☯lěi※〕
癘	〔※󰄛※󰄖※󰃋※󰄼☯uajy☯lì※lài※〕
癙	〔※󰄛※󰂪※󰁐※󰁒☯uenn☯shǔ※〕
癚	〔※󰄛※󰃸※󰂡※󰄳☯uqdy☯dàn※〕
癛	〔※󰄛※󰄶※󰃒※󰄌☯uylt☯lǐn※〕
癜	〔※󰄛※󰃡※󰁺※󰂘☯unac☯diàn※〕
癝	〔※󰄛※󰄶※󰃒※󰃅☯uyli☯lǐn※〕
癞	〔※󰄛※󰄅※󰃏※󰃚☯uskm☯lài※〕
癟	〔※󰄛※󰄋※󰂼※󰄖☯utha☯biē※biě※〕
癠	〔※󰄛※󰀴※󰀳※󰀌☯uyjd☯jì※〕
癡	〔※󰄛※󰄮※󰁿※󰁾☯uxth☯chī※〕
癢	〔※󰄛※󰄕※󰂹※󰄣☯uugv☯yǎng※〕
癣	〔※󰄛※󰁢※󰀞※󰄜☯uqgu☯xuǎn※〕
癤	〔※󰄛※󰄍※󰁮※󰂕☯utvb☯jiē※〕
癥	〔※󰄛※󰄎※󰃘※󰄏☯utmt☯zhēng※〕
癦	〔※󰄛※󰀹※󰂮※󰂮☯ulff☯mèng※〕
癧	〔※󰄛※󰂡※󰄌※󰂾☯udth☯lì※〕
癨	〔※󰄛※󰀙※󰄥※󰁷☯ufwy☯huò※〕
癩	〔※󰄛※󰄅※󰃏※󰃛☯uskm☯lài※〕
癪	〔※󰄛※󰄌※󰁽※󰃛☯utgm☯jī※〕
癫	〔※󰄛※󰂱※󰀣※󰃚☯ufhm☯diān※〕
癬	〔※󰄛※󰁢※󰃨※󰄜☯uqou☯xuǎn※〕
癭	〔※󰄛※󰃛※󰃛※󰄟☯ummv☯yǐng※〕
癮	〔※󰄛※󰂏※󰂦※󰃢☯uben☯yǐn※〕
癯	〔※󰄛※󰂼※󰂼※󰁷☯uhhy☯qú※〕
癰	〔※󰄛※󰄞※󰃏※󰁷☯uvky☯yōng※〕
癱	〔※󰄛※󰂊※󰃏※󰁷☯uaky☯tān※〕
癲	〔※󰄛※󰂱※󰀣※󰃛☯ufhm☯diān※〕
癳	〔※󰄛※󰃐※󰃐※󰃅☯ulli☯luǒ※〕
癴	〔※󰄛※󰄳※󰄫※󰃾☯uyxr☯luán※〕
癵	〔※󰄛※󰄳※󰄫※󰄤☯uyxw☯luán※〕
癶	〔※󰄧※󰃦※󰄼※󰂃☯wnyy☯bō※〕
癷	〔※󰄧※󰂰※󰀬※☯wfj☯bō※bǒ※〕
癸	〔※󰄧※󰂶※󰂝※󰁧☯wgdu☯guǐ※〕
癹	〔※󰄧※󰄨※󰂘※󰁧☯wwcu☯bá※〕
発	〔※󰄧※󰂭※󰃺※󰀅☯wfqb☯fā※〕
登	〔※󰄧※󰂶※󰃏※󰄕☯wgku☯dēng※〕
發	〔※󰄧※󰄬※󰄨※󰂘☯wxwc☯fā※〕
白	〔※󰃽※󰃽※󰃽※󰃽☯rrrr☯bái※〕
百	〔※󰂢※󰃋※󰀘※☯djf☯bǎi※〕
癿	〔※󰃽※󰄻※󰁀※☯rnn☯qié※〕
皀	〔※󰃽※󰄮※󰀅※☯rxb☯jí※bī※〕
皁	〔※󰃽※󰂱※󰀬※☯rfj☯zào※〕
皂	〔※󰃽※󰂌※󰀅※☯rab☯zào※〕
皃	〔※󰃽※󰃺※󰀅※☯rqb☯mào※〕
的	〔※󰃽※󰃷※󰄼※󰁶☯rqyy☯dí※dì※de※〕
皅	〔※󰃽※󰂚※󰁀※☯rcn☯pā※bà※〕
皆	〔※󰁴※󰄮※󰃽※󰀘☯xxrf☯jiē※〕
皇	〔※󰃽※󰂷※󰀘※☯rgf☯huáng※〕
皈	〔※󰃽※󰃼※󰂘※󰁶☯rrcy☯guī※〕
皉	〔※󰃽※󰂾※󰄮※󰁀☯rhxn☯cǐ※〕
皊	〔※󰃽※󰄤※󰄼※󰁻☯rwyc☯líng※〕
皋	〔※󰃽※󰂝※󰂱※󰀬☯rdfj☯gāo※háo※〕
皌	〔※󰃽※󰂶※󰄅※󰁶☯rgsy☯mò※〕
皍	〔※󰃽※󰁴※󰂕※󰀬☯rxbj☯jí※〕
皎	〔※󰃽※󰄘※󰄄※󰁶☯rury☯jiǎo※〕
皏	〔※󰃽※󰄕※󰂉※󰀢☯ruah☯pěng※〕
皐	〔※󰃽※󰀪※󰂱※󰀬☯rifj☯gāo※yáo※〕
皑	〔※󰃽※󰃘※󰃟※󰁀☯rmnn☯ái※〕
皒	〔※󰃽※󰄋※󰃿※󰄼☯rtry☯é※〕
皓	〔※󰃽※󰄋※󰂮※󰃏☯rtfk☯hào※〕
皔	〔※󰃽※󰃋※󰂰※󰀢☯rjfh☯hàn※〕
皕	〔※󰂢※󰃊※󰂢※󰃊☯djdj☯bì※〕
皖	〔※󰃽※󰃰※󰂭※󰃺☯rpfq☯wǎn※〕
皗	〔※󰃽※󰀼※󰂮※󰃏☯rmfk☯chóu※〕
皘	〔※󰃽※󰁽※󰂧※󰀝☯rgeg☯qiàn※〕
皙	〔※󰄅※󰄀※󰃽※󰀘☯srrf☯xī※〕
皚	〔※󰃽※󰃘※󰂶※󰄕☯rmgu☯ái※〕
皛	〔※󰃽※󰃽※󰃽※󰀘☯rrrf☯xiǎo※〕
皜	〔※󰃽※󰁸※󰃜※󰃏☯rymk☯hào※〕
皝	〔※󰃽※󰂷※󰃆※󰃺☯rgiq☯huàng※〕
皞	〔※󰃽※󰃽※󰂝※󰂱☯rrdf☯hào※〕
皟	〔※󰃽※󰁽※󰃛※󰁶☯rgmy☯zé※〕
皠	〔※󰃽※󰃘※󰄥※󰁷☯rmwy☯cuǐ※〕
皡	〔※󰃽※󰃽※󰀪※󰂱☯rrif☯hào※〕
皢	〔※󰃽※󰂮※󰂮※󰃺☯rffq☯xiǎo※〕
皣	〔※󰃽※󰄖※󰂶※󰀟☯ragg☯yè※〕
皤	〔※󰃽※󰄋※󰃪※󰃐☯rtol☯pó※〕
皥	〔※󰃽※󰄋※󰂼※󰂱☯rthf☯hào※〕
皦	〔※󰃽※󰃽※󰄸※󰄏☯rryt☯jiǎo※〕
皧	〔※󰃽※󰂦※󰃱※󰄐☯rept☯ài※〕
皨	〔※󰃽※󰃽※󰃽※󰂮☯rrrf☯xīng※〕
皩	〔※󰃽※󰂷※󰃊※󰃺☯rgjq☯huàng※〕
皪	〔※󰃽※󰃽※󰄩※󰄅☯rrxs☯lì※luò※bō※〕
皫	〔※󰃽※󰁙※󰁴※󰃨☯roxo☯piǎo※〕
皬	〔※󰃽※󰀙※󰄥※󰁷☯rfwy☯hé※〕
皭	〔※󰃽※󰂦※󰃔※󰂳☯relf☯jiào※〕
皮	〔※󰂗※󰃦※󰄋※󰂃☯bnty☯pí※〕
皯	〔※󰂗※󰂰※󰀢※☯bfh☯gǎn※〕
皰	〔※󰂗※󰃷※󰃠※󰁀☯bqnn☯pào※〕
皱	〔※󰃸※󰄢※󰂗※󰁶☯qvby☯zhòu※〕
皲	〔※󰃱※󰃖※󰂗※󰁶☯plby☯jūn※〕
皳	〔※󰂶※󰃃※󰄼※󰂗☯giyb☯qiú※〕
皴	〔※󰂙※󰄦※󰄐※󰂗☯cwtb☯cūn※〕
皵	〔※󰁺※󰃊※󰂗※󰁶☯ajby☯què※〕
皶	〔※󰄅※󰃊※󰀞※󰂗☯sjgb☯zhā※〕
皷	〔※󰂯※󰃏※󰄕※󰂗☯fkub☯gǔ※〕
皸	〔※󰃱※󰃗※󰂗※󰁶☯plby☯jūn※〕
皹	〔※󰂗※󰃱※󰃗※󰀢☯bplh☯jūn※〕
皺	〔※󰃷※󰂔※󰄋※󰂗☯qbtb☯zhòu※〕
皻	〔※󰃀※󰀐※󰀞※󰂗☯hegb☯zhā※cǔ※〕
皼	〔※󰂯※󰃱※󰂶※󰂗☯fpgb☯gǔ※〕
皽	〔※󰄶※󰃒※󰃏※󰂗☯ylkb☯zhāo※zhǎn※dǎn※〕
皾	〔※󰂯※󰃔※󰃛※󰂗☯flmb☯dú※〕
皿	〔※󰃕※󰂺※󰁈※󰂶☯lhng☯mǐn※〕
盀	〔※󰂿※󰃕※󰀘※☯hlf☯qǐ※〕
盁	〔※󰂖※󰃕※󰀘※☯blf☯yíng※〕
盂	〔※󰂶※󰀛※󰃕※󰀘☯gflf☯yú※〕
盃	〔※󰂢※󰂿※󰃕※󰀘☯dhlf☯bēi※〕
盄	〔※󰄬※󰂺※󰃕※󰀘☯xhlf☯diào※〕
盅	〔※󰃏※󰂺※󰃕※󰀘☯khlf☯zhōng※〕
盆	〔※󰄦※󰄠※󰃕※󰀘☯wvlf☯pén※〕
盇	〔※󰂝※󰄼※󰃕※󰀘☯dylf☯hé※〕
盈	〔※󰂖※󰂘※󰃕※󰀘☯bclf☯yíng※〕
盉	〔※󰄌※󰃕※󰀘※☯tlf☯hé※〕
益	〔※󰄕※󰄦※󰃕※󰀘☯uwlf☯yì※〕
盋	〔※󰁼※󰂘※󰄼※󰃕☯dcyl☯bō※〕
盌	〔※󰃹※󰂑※󰃕※󰀘☯qblf☯wǎn※〕
盍	〔※󰂮※󰂙※󰃕※󰀘☯fclf☯hé※〕
盎	〔※󰀿※󰂝※󰃕※󰀘☯mdlf☯àng※〕
盏	〔※󰂶※󰂇※󰃕※󰀘☯galf☯zhǎn※〕
盐	〔※󰂮※󰂿※󰃕※󰀘☯fhlf☯yán※〕
监	〔※󰀭※󰁿※󰄼※󰃕☯jtyl☯jiān※jiàn※〕
盒	〔※󰄤※󰂶※󰃏※󰃕☯wgkl☯hé※〕
盓	〔※󰃁※󰂶※󰀛※󰃕☯igfl☯yū※〕
盔	〔※󰁼※󰃩※󰃕※󰀘☯dolf☯kuī※〕
盕	〔※󰃁※󰄨※󰄼※󰃕☯iwyl☯fàn※〕
盖	〔※󰄒※󰂷※󰃕※󰀘☯uglf☯gài※gě※hé※〕
盗	〔※󰄑※󰄾※󰄤※󰃕☯uqwl☯dào※〕
盘	〔※󰄋※󰁪※󰃕※󰀘☯tulf☯pán※〕
盙	〔※󰄊※󰃕※󰀘※☯slf☯fǔ※〕
盚	〔※󰂶※󰃃※󰄼※󰃕☯giyl☯qiú※〕
盛	〔※󰂤※󰂁※󰃕※󰀘☯dnlf☯shèng※chéng※〕
盜	〔※󰃁※󰄾※󰄤※󰃕☯iqwl☯dào※〕
盝	〔※󰁭※󰃃※󰃕※󰀘☯vilf☯lù※〕
盞	〔※󰂇※󰂇※󰃕※󰀘☯aalf☯zhǎn※〕
盟	〔※󰃊※󰂧※󰃕※󰀘☯jelf☯méng※〕
盠	〔※󰄰※󰀓※󰃕※󰀘☯xelf☯lí※〕
盡	〔※󰁬※󰂺※󰂶※󰃕☯vhgl☯jìn※〕
盢	〔※󰃐※󰂣※󰃕※󰀘☯ldlf☯xù※〕
監	〔※󰂋※󰂺※󰁃※󰃕☯ahnl☯jiān※jiàn※〕
盤	〔※󰄋※󰁪※󰄨※󰃕☯tuwl☯pán※〕
盥	〔※󰀗※󰃂※󰃕※󰀘☯eilf☯guàn※〕
盦	〔※󰄤※󰄼※󰃦※󰃕☯wynl☯ān※〕
盧	〔※󰃀※󰃐※󰃕※󰀌☯hlld☯lú※〕
盨	〔※󰂥※󰂢※󰃛※󰃕☯edml☯xǔ※〕
盩	〔※󰂮※󰄕※󰂱※󰃕☯fufl☯zhōu※chóu※〕
盪	〔※󰃁※󰃋※󰂶※󰃕☯ijgl☯dàng※〕
盫	〔※󰄤※󰂶※󰃏※󰃕☯wgkl☯ān※〕
盬	〔※󰂋※󰂺※󰁃※󰃕☯ahnl☯gǔ※〕
盭	〔※󰄩※󰂮※󰄕※󰃕☯xful☯lì※〕
目	〔※󰂼※󰂼※󰂼※󰂼☯hhhh☯mù※〕
盯	〔※󰂼※󰄆※󰀢※☯hsh☯dīng※〕
盰	〔※󰂼※󰂰※󰀢※☯hfh☯gàn※〕
盱	〔※󰂼※󰂶※󰀛※󰀢☯hgfh☯xū※〕
盲	〔※󰄶※󰄃※󰂼※󰀘☯ynhf☯máng※〕
盳	〔※󰂼※󰄶※󰄃※󰁀☯hynn☯máng※wàng※〕
直	〔※󰂱※󰀣※󰀘※☯fhf☯zhí※〕
盵	〔※󰂼※󰁿※󰃝※󰁀☯htnn☯qì※〕
盶	〔※󰂼※󰂭※󰃺※󰁀☯hfqn☯yuǎn※〕
盷	〔※󰂼※󰃷※󰄑※󰀝☯hqug☯xián※tián※〕
相	〔※󰄅※󰂼※󰀝※☯shg☯xiāng※xiàng※〕
盹	〔※󰂼※󰂶※󰂔※󰄻☯hgbn☯dǔn※〕
盺	〔※󰂼※󰄀※󰀢※☯hrh☯xīn※〕
盻	〔※󰂼※󰄦※󰂶※󰁔☯hwgn☯xì※pǎn※〕
盼	〔※󰂼※󰄦※󰄠※󰁥☯hwvt☯pàn※〕
盽	〔※󰂼※󰂜※󰂺※󰀢☯hdhh☯fēng※〕
盾	〔※󰃼※󰂱※󰂼※󰀌☯rfhd☯dùn※〕
盿	〔※󰂼※󰄷※󰁶※☯hyy☯mín※〕
眀	〔※󰂼※󰂧※󰀝※☯heg☯míng※〕
省	〔※󰃅※󰄋※󰂼※󰀘☯ithf☯shěng※xǐng※〕
眂	〔※󰂼※󰁚※󰀁※󰁀☯hqan☯shì※〕
眃	〔※󰂼※󰂭※󰂙※󰁶☯hfcy☯yún※hùn※〕
眄	〔※󰂼※󰂶※󰂺※󰂁☯hghn☯miǎn※〕
眅	〔※󰂼※󰃼※󰂘※󰁶☯hrcy☯pān※〕
眆	〔※󰂼※󰄸※󰁥※☯hyt☯fǎng※〕
眇	〔※󰂼※󰃅※󰄋※󰁥☯hitt☯miǎo※〕
眈	〔※󰂼※󰃱※󰁜※󰁀☯hpqn☯dān※〕
眉	〔※󰁅※󰂼※󰀌※☯nhd☯méi※〕
眊	〔※󰂼※󰂬※󰁀※☯hen☯mào※〕
看	〔※󰂀※󰂼※󰀘※☯rhf☯kàn※kān※〕
県	〔※󰂼※󰄃※󰃅※󰁧☯hniu☯xiàn※〕
眍	〔※󰂼※󰂋※󰄄※󰁶☯hary☯kōu※〕
眎	〔※󰂼※󰂭※󰃅※󰁶☯hfiy☯shì※〕
眏	〔※󰂼※󰀿※󰂝※󰁶☯hmdy☯yāng※yǎng※yìng※〕
眐	〔※󰂼※󰂶※󰂾※󰀝☯hghg☯zhēng※〕
眑	〔※󰂼※󰄩※󰂫※󰁥☯hxet☯yǎo※āo※ǎo※〕
眒	〔※󰂼※󰃋※󰂺※󰀢☯hjhh☯shēn※〕
眓	〔※󰂼※󰂇※󰁐※󰁀☯hann☯huò※〕
眔	〔※󰃔※󰀫※󰁧※☯liu☯dà※〕
眕	〔※󰂼※󰄤※󰂥※󰁥☯hwet☯zhěn※〕
眖	〔※󰂼※󰃏※󰃺※󰁀☯hkqn☯kuàng※〕
眗	〔※󰂼※󰃷※󰃏※󰀝☯hqkg☯jū※xū※kōu※〕
眘	〔※󰂝※󰄒※󰂼※󰀘☯duhf☯shèn※〕
眙	〔※󰂼※󰂙※󰃏※󰀝☯hckg☯yí※chì※〕
眚	〔※󰄋※󰁽※󰂼※󰀘☯tghf☯shěng※〕
眛	〔※󰂼※󰂵※󰁶※☯hfy☯mèi※〕
眜	〔※󰂼※󰂶※󰄅※󰁶☯hgsy☯mò※miè※〕
眝	〔※󰂼※󰃰※󰄆※󰀢☯hpsh☯zhù※〕
眞	〔※󰄮※󰂼※󰄃※󰄦☯xhnw☯zhēn※〕
真	〔※󰂱※󰀣※󰄦※󰁧☯fhwu☯zhēn※〕
眠	〔※󰂼※󰁂※󰀁※󰁀☯hnan☯mián※〕
眡	〔※󰂼※󰁚※󰀁※󰄼☯hqay☯shì※〕
眢	〔※󰃹※󰂑※󰂼※󰀘☯qbhf☯yuān※〕
眣	〔※󰂼※󰄋※󰂹※󰁶☯htgy☯dié※tì※〕
眤	〔※󰂼※󰃡※󰄮※󰁀☯hnxn☯nì※〕
眥	〔※󰂾※󰄮※󰂼※󰀘☯hxhf☯zì※〕
眦	〔※󰂼※󰂾※󰄮※󰁀☯hhxn☯zì※〕
眧	〔※󰂼※󰄠※󰃏※󰀝☯hvkg☯chǎo※〕
眨	〔※󰂼※󰄋※󰃭※󰁶☯htpy☯zhǎ※〕
眩	〔※󰂼※󰄶※󰄩※󰁶☯hyxy☯xuàn※〕
眪	〔※󰂼※󰂶※󰃜※󰄤☯hgmw☯bǐng※fǎng※〕
